Gateway_2;33.25%;2.44%;190.8MiB / 7.646GiB;27;2.73kB / 836B;0B / 16.4kB;6;18
Gateway_1;32.55%;3.04%;238.2MiB / 7.646GiB;27;3.77kB / 836B;0B / 16.4kB;6;18
Rpc;2.17%;0.13%;10.45MiB / 7.646GiB;12;9.71kB / 2.56kB;4.1kB / 32.8kB;6;18
Node_2;0.02%;0.14%;10.75MiB / 7.646GiB;17;3.75kB / 1.05kB;0B / 45.1kB;6;18
Node_1;0.11%;0.14%;11.26MiB / 7.646GiB;17;5.15kB / 1.11kB;143kB / 45.1kB;6;18
Nodes_Router_1;0.00%;0.01%;784KiB / 7.646GiB;2;11.5kB / 1.52kB;0B / 0B;6;18
Gateways_Router_1;0.00%;0.01%;780KiB / 7.646GiB;2;15.2kB / 1.52kB;0B / 0B;6;18
Gateway_2;33.29%;2.35%;184.1MiB / 7.646GiB;27;3.39kB / 836B;0B / 16.4kB;14;8
Gateway_1;31.20%;2.99%;234MiB / 7.646GiB;27;4.42kB / 836B;0B / 16.4kB;14;8
Rpc;3.39%;0.13%;10.17MiB / 7.646GiB;11;29.9kB / 13.5kB;45.1kB / 41kB;14;8
Node_2;0.11%;0.14%;10.82MiB / 7.646GiB;17;4.19kB / 1.11kB;0B / 45.1kB;14;8
Node_1;1.53%;0.16%;12.67MiB / 7.646GiB;17;10.8kB / 4.96kB;143kB / 123kB;14;8
Nodes_Router_1;0.00%;0.01%;784KiB / 7.646GiB;2;16.7kB / 6.3kB;0B / 0B;14;8
Gateways_Router_1;0.00%;0.01%;780KiB / 7.646GiB;2;16.2kB / 1.52kB;0B / 0B;14;8
Gateway_2;29.63%;2.20%;172.1MiB / 7.646GiB;27;3.59kB / 836B;0B / 16.4kB;21;10
Gateway_1;29.67%;2.87%;224.8MiB / 7.646GiB;27;4.42kB / 836B;0B / 16.4kB;21;10
Rpc;3.45%;0.08%;6.238MiB / 7.646GiB;8;31.5kB / 16.2kB;45.1kB / 41kB;21;10
Node_2;0.08%;0.14%;10.83MiB / 7.646GiB;17;4.72kB / 1.18kB;0B / 45.1kB;21;10
Node_1;2.03%;0.17%;13.26MiB / 7.646GiB;17;18.1kB / 8.82kB;188kB / 160kB;21;10
Nodes_Router_1;0.00%;0.01%;828KiB / 7.646GiB;2;21.5kB / 10kB;0B / 0B;21;10
Gateways_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;16.6kB / 1.52kB;0B / 0B;21;10
Gateway_2;36.20%;1.99%;156MiB / 7.646GiB;29;3.66kB / 836B;0B / 16.4kB;29;10
Gateway_1;31.44%;2.66%;208MiB / 7.646GiB;29;4.7kB / 836B;0B / 16.4kB;29;10
Rpc;0.01%;0.08%;6.242MiB / 7.646GiB;8;31.8kB / 16.3kB;45.1kB / 41kB;29;10
Node_2;0.03%;0.14%;10.91MiB / 7.646GiB;17;4.99kB / 1.25kB;0B / 45.1kB;29;10
Node_1;4.22%;0.16%;12.62MiB / 7.646GiB;17;21.2kB / 9.91kB;188kB / 160kB;29;10
Nodes_Router_1;0.00%;0.01%;828KiB / 7.646GiB;2;21.6kB / 10kB;0B / 0B;29;10
Gateways_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;16.7kB / 1.52kB;0B / 0B;29;10
Gateway_2;40.02%;1.90%;149.1MiB / 7.646GiB;29;3.86kB / 836B;0B / 16.4kB;37;11
Gateway_1;24.61%;2.46%;192.6MiB / 7.646GiB;29;4.7kB / 836B;0B / 16.4kB;37;11
Rpc;0.02%;0.08%;6.242MiB / 7.646GiB;8;31.8kB / 16.3kB;45.1kB / 41kB;37;11
Node_2;0.04%;0.14%;10.95MiB / 7.646GiB;17;4.99kB / 1.25kB;0B / 45.1kB;37;11
Node_1;1.09%;0.16%;12.87MiB / 7.646GiB;17;23.9kB / 11kB;188kB / 160kB;37;11
Nodes_Router_1;0.00%;0.01%;828KiB / 7.646GiB;2;21.6kB / 10kB;0B / 0B;37;11
Gateways_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;16.7kB / 1.52kB;0B / 0B;37;11
Gateway_2;37.72%;1.82%;142.6MiB / 7.646GiB;29;4.25kB / 836B;0B / 16.4kB;45;10
Gateway_1;31.55%;2.24%;175.2MiB / 7.646GiB;29;5.08kB / 836B;0B / 16.4kB;45;10
Rpc;0.02%;0.08%;6.242MiB / 7.646GiB;8;32.2kB / 16.3kB;45.1kB / 41kB;45;10
Node_2;0.03%;0.14%;11.05MiB / 7.646GiB;17;5.09kB / 1.36kB;0B / 45.1kB;45;10
Node_1;1.13%;0.17%;13.2MiB / 7.646GiB;17;27.1kB / 12.2kB;188kB / 160kB;45;10
Nodes_Router_1;0.00%;0.01%;828KiB / 7.646GiB;2;22kB / 10kB;0B / 0B;45;10
Gateways_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;17.6kB / 1.52kB;0B / 0B;45;10
Gateway_2;44.86%;1.82%;142.3MiB / 7.646GiB;29;4.25kB / 836B;0B / 16.4kB;53;13
Gateway_1;41.44%;2.09%;163.8MiB / 7.646GiB;29;5.08kB / 836B;0B / 16.4kB;53;13
Rpc;0.02%;0.08%;6.246MiB / 7.646GiB;8;32.2kB / 16.3kB;45.1kB / 41kB;53;13
Node_2;0.04%;0.14%;11.14MiB / 7.646GiB;17;5.55kB / 1.36kB;0B / 45.1kB;53;13
Node_1;1.37%;0.17%;12.92MiB / 7.646GiB;17;30.2kB / 13.4kB;188kB / 160kB;53;13
Nodes_Router_1;0.00%;0.01%;828KiB / 7.646GiB;2;22.8kB / 10kB;0B / 0B;53;13
Gateways_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;18kB / 1.52kB;0B / 0B;53;13
Gateway_2;35.56%;1.82%;142.5MiB / 7.646GiB;29;4.25kB / 836B;0B / 16.4kB;60;12
Gateway_1;39.48%;1.98%;155.4MiB / 7.646GiB;29;5.15kB / 836B;0B / 16.4kB;60;12
Rpc;0.01%;0.08%;6.246MiB / 7.646GiB;8;32.5kB / 16.3kB;45.1kB / 41kB;60;12
Node_2;0.03%;0.14%;11.29MiB / 7.646GiB;17;5.93kB / 1.53kB;0B / 45.1kB;60;12
Node_1;1.42%;0.17%;13.08MiB / 7.646GiB;17;33.6kB / 14.5kB;188kB / 160kB;60;12
Nodes_Router_1;0.00%;0.01%;828KiB / 7.646GiB;2;23.1kB / 10kB;0B / 0B;60;12
Gateways_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;18.1kB / 1.52kB;0B / 0B;60;12
Gateway_2;39.07%;1.82%;142.6MiB / 7.646GiB;29;4.52kB / 836B;0B / 16.4kB;68;11
Gateway_1;38.82%;1.94%;152MiB / 7.646GiB;29;5.36kB / 836B;0B / 16.4kB;68;11
Rpc;0.02%;0.08%;6.246MiB / 7.646GiB;8;32.5kB / 16.3kB;45.1kB / 41kB;68;11
Node_2;0.10%;0.15%;11.4MiB / 7.646GiB;17;5.93kB / 1.53kB;0B / 45.1kB;68;11
Node_1;1.32%;0.17%;13.31MiB / 7.646GiB;17;35.8kB / 15.5kB;188kB / 160kB;68;11
Nodes_Router_1;0.00%;0.01%;828KiB / 7.646GiB;2;23.1kB / 10kB;0B / 0B;68;11
Gateways_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;18.1kB / 1.52kB;0B / 0B;68;11
Gateway_2;41.43%;1.82%;142.6MiB / 7.646GiB;29;4.52kB / 836B;0B / 16.4kB;76;12
Gateway_1;39.19%;1.94%;152MiB / 7.646GiB;29;5.36kB / 836B;0B / 16.4kB;76;12
Rpc;0.04%;0.08%;6.246MiB / 7.646GiB;8;32.5kB / 16.3kB;45.1kB / 41kB;76;12
Node_2;0.04%;0.15%;11.45MiB / 7.646GiB;17;6.04kB / 1.64kB;0B / 45.1kB;76;12
Node_1;1.51%;0.17%;13.07MiB / 7.646GiB;17;39.3kB / 16.8kB;188kB / 160kB;76;12
Nodes_Router_1;0.00%;0.01%;828KiB / 7.646GiB;2;23.1kB / 10kB;0B / 0B;76;12
Gateways_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;18.1kB / 1.52kB;0B / 0B;76;12
Gateway_2;30.77%;1.82%;142.7MiB / 7.646GiB;29;4.52kB / 836B;0B / 16.4kB;84;11
Gateway_1;42.15%;1.94%;152.1MiB / 7.646GiB;29;5.36kB / 836B;0B / 16.4kB;84;11
Rpc;0.02%;0.08%;6.246MiB / 7.646GiB;8;32.5kB / 16.3kB;45.1kB / 41kB;84;11
Node_2;0.07%;0.15%;11.61MiB / 7.646GiB;17;6.04kB / 1.64kB;0B / 45.1kB;84;11
Node_1;1.26%;0.17%;13.29MiB / 7.646GiB;17;42kB / 17.8kB;188kB / 160kB;84;11
Nodes_Router_1;0.00%;0.01%;828KiB / 7.646GiB;2;23.1kB / 10kB;0B / 0B;84;11
Gateways_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;18.1kB / 1.52kB;0B / 0B;84;11
Gateway_2;41.21%;1.82%;142.9MiB / 7.646GiB;29;4.52kB / 836B;0B / 16.4kB;92;10
Gateway_1;36.41%;1.95%;152.4MiB / 7.646GiB;29;5.36kB / 836B;0B / 16.4kB;92;10
Rpc;0.02%;0.08%;6.246MiB / 7.646GiB;8;32.5kB / 16.3kB;45.1kB / 41kB;92;10
Node_2;0.09%;0.15%;11.71MiB / 7.646GiB;17;6.11kB / 1.71kB;0B / 45.1kB;92;10
Node_1;1.36%;0.17%;13.46MiB / 7.646GiB;17;44.7kB / 18.8kB;188kB / 160kB;92;10
