Gateway_1;32;18.80%;1.84%;144.2MiB / 7.646GiB;2.49kB / 826B;102kB / 12.3kB;6;32
Rpc;23;0.10%;0.24%;18.82MiB / 7.646GiB;38.5kB / 27.2kB;1.14MB / 81.9kB;6;32
Node_1;17;0.70%;0.93%;72.64MiB / 7.646GiB;32.2kB / 21kB;61.5MB / 197kB;6;32
Devnet_Goshimmer;19;217.38%;0.90%;70.73MiB / 7.646GiB;19.3kB / 22.6kB;1.61MB / 73.7kB;6;32
Nodes_Router_1;2;0.00%;0.01%;852KiB / 7.646GiB;56.8kB / 50kB;0B / 0B;6;32
Gateways_Router_1;2;0.00%;0.01%;892KiB / 7.646GiB;7.92kB / 0B;115kB / 0B;6;32
Gateway_1;32;16.47%;1.91%;149.4MiB / 7.646GiB;2.69kB / 826B;102kB / 12.3kB;14;28
Rpc;23;0.03%;0.24%;18.88MiB / 7.646GiB;38.5kB / 27.2kB;1.14MB / 81.9kB;14;28
Node_1;17;0.72%;0.92%;72.39MiB / 7.646GiB;35.3kB / 22.2kB;61.5MB / 197kB;14;28
Devnet_Goshimmer;19;214.88%;0.90%;70.74MiB / 7.646GiB;20.5kB / 25.7kB;1.61MB / 73.7kB;14;28
Nodes_Router_1;2;0.00%;0.01%;852KiB / 7.646GiB;61.1kB / 54.3kB;0B / 0B;14;28
Gateways_Router_1;2;0.00%;0.01%;892KiB / 7.646GiB;7.92kB / 0B;115kB / 0B;14;28
Gateway_1;32;18.35%;1.91%;149.6MiB / 7.646GiB;2.81kB / 826B;102kB / 12.3kB;21;28
Rpc;23;0.05%;0.24%;18.91MiB / 7.646GiB;38.6kB / 27.4kB;1.14MB / 81.9kB;21;28
Node_1;17;0.84%;0.93%;72.51MiB / 7.646GiB;38kB / 23.2kB;61.5MB / 197kB;21;28
Devnet_Goshimmer;19;217.40%;0.91%;70.88MiB / 7.646GiB;21.7kB / 28.5kB;1.61MB / 73.7kB;21;28
Nodes_Router_1;2;0.00%;0.01%;852KiB / 7.646GiB;64.8kB / 58kB;0B / 0B;21;28
Gateways_Router_1;2;0.00%;0.01%;892KiB / 7.646GiB;7.92kB / 0B;115kB / 0B;21;28
Gateway_1;34;21.96%;1.92%;150.4MiB / 7.646GiB;2.88kB / 826B;319kB / 12.3kB;29;29
Rpc;23;0.03%;0.24%;19.04MiB / 7.646GiB;38.7kB / 27.4kB;1.14MB / 81.9kB;29;29
Node_1;17;2.06%;0.92%;72.11MiB / 7.646GiB;41.2kB / 24.5kB;61.5MB / 197kB;29;29
Devnet_Goshimmer;19;216.28%;0.90%;70.76MiB / 7.646GiB;22.9kB / 31.6kB;1.61MB / 73.7kB;29;29
Nodes_Router_1;2;0.00%;0.01%;852KiB / 7.646GiB;69.2kB / 62.5kB;0B / 0B;29;29
Gateways_Router_1;2;0.00%;0.01%;892KiB / 7.646GiB;7.92kB / 0B;115kB / 0B;29;29
Gateway_1;34;55.17%;1.93%;151.4MiB / 7.646GiB;3.01kB / 826B;319kB / 12.3kB;37;30
